,Notes,County,County Code,Year,Year Code,Drug/Alcohol Induced Cause,Drug/Alcohol Induced Cause Code,Deaths
3582,,"Taylor County, TX",48441.0,2003.0,2003.0,All other non-drug and non-alcohol causes,O9,1176.0
3583,,"Terrell County, TX",48443.0,2003.0,2003.0,All other non-drug and non-alcohol causes,O9,14.0
3584,,"Terry County, TX",48445.0,2003.0,2003.0,All other non-drug and non-alcohol causes,O9,131.0
3585,,"Throckmorton County, TX",48447.0,2003.0,2003.0,All other non-drug and non-alcohol causes,O9,23.0
3586,,"Titus County, TX",48449.0,2003.0,2003.0,All other non-drug and non-alcohol causes,O9,245.0
3587,,"Tom Green County, TX",48451.0,2003.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
3588,,"Tom Green County, TX",48451.0,2003.0,2003.0,All other non-drug and non-alcohol causes,O9,937.0
3589,,"Travis County, TX",48453.0,2003.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,66.0
3590,,"Travis County, TX",48453.0,2003.0,2003.0,Drug poisonings (overdose) Suicide (X60-X64),D2,13.0
3591,,"Travis County, TX",48453.0,2003.0,2003.0,All other drug-induced causes,D9,10.0
3592,,"Travis County, TX",48453.0,2003.0,2003.0,All other alcohol-induced causes,A9,40.0
3593,,"Travis County, TX",48453.0,2003.0,2003.0,All other non-drug and non-alcohol causes,O9,3959.0
3594,,"Trinity County, TX",48455.0,2003.0,2003.0,All other non-drug and non-alcohol causes,O9,198.0
3595,,"Tyler County, TX",48457.0,2003.0,2003.0,All other non-drug and non-alcohol causes,O9,262.0
3596,,"Upshur County, TX",48459.0,2003.0,2003.0,All other non-drug and non-alcohol causes,O9,434.0
3597,,"Upton County, TX",48461.0,2003.0,2003.0,All other non-drug and non-alcohol causes,O9,26.0
3598,,"Uvalde County, TX",48463.0,2003.0,2003.0,All other non-drug and non-alcohol causes,O9,251.0
3599,,"Val Verde County, TX",48465.0,2003.0,2003.0,All other non-drug and non-alcohol causes,O9,278.0
3600,,"Van Zandt County, TX",48467.0,2003.0,2003.0,All other non-drug and non-alcohol causes,O9,568.0
3601,,"Victoria County, TX",48469.0,2003.0,2003.0,All other non-drug and non-alcohol causes,O9,701.0
3602,,"Walker County, TX",48471.0,2003.0,2003.0,All other non-drug and non-alcohol causes,O9,422.0
3603,,"Waller County, TX",48473.0,2003.0,2003.0,All other non-drug and non-alcohol causes,O9,258.0
3604,,"Ward County, TX",48475.0,2003.0,2003.0,All other non-drug and non-alcohol causes,O9,98.0
3605,,"Washington County, TX",48477.0,2003.0,2003.0,All other non-drug and non-alcohol causes,O9,366.0
3606,,"Webb County, TX",48479.0,2003.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
3607,,"Webb County, TX",48479.0,2003.0,2003.0,All other non-drug and non-alcohol causes,O9,1003.0
3608,,"Wharton County, TX",48481.0,2003.0,2003.0,All other non-drug and non-alcohol causes,O9,429.0
3609,,"Wheeler County, TX",48483.0,2003.0,2003.0,All other non-drug and non-alcohol causes,O9,82.0
3610,,"Wichita County, TX",48485.0,2003.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0
3611,,"Wichita County, TX",48485.0,2003.0,2003.0,All other non-drug and non-alcohol causes,O9,1234.0
3612,,"Wilbarger County, TX",48487.0,2003.0,2003.0,All other non-drug and non-alcohol causes,O9,204.0
3613,,"Willacy County, TX",48489.0,2003.0,2003.0,All other non-drug and non-alcohol causes,O9,103.0
3614,,"Williamson County, TX",48491.0,2003.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
3615,,"Williamson County, TX",48491.0,2003.0,2003.0,All other non-drug and non-alcohol causes,O9,1362.0
3616,,"Wilson County, TX",48493.0,2003.0,2003.0,All other non-drug and non-alcohol causes,O9,284.0
3617,,"Winkler County, TX",48495.0,2003.0,2003.0,All other non-drug and non-alcohol causes,O9,68.0
3618,,"Wise County, TX",48497.0,2003.0,2003.0,All other non-drug and non-alcohol causes,O9,434.0
3619,,"Wood County, TX",48499.0,2003.0,2003.0,All other non-drug and non-alcohol causes,O9,539.0
3620,,"Yoakum County, TX",48501.0,2003.0,2003.0,All other non-drug and non-alcohol causes,O9,58.0
3621,,"Young County, TX",48503.0,2003.0,2003.0,All other non-drug and non-alcohol causes,O9,228.0
3622,,"Zapata County, TX",48505.0,2003.0,2003.0,All other non-drug and non-alcohol causes,O9,88.0
3623,,"Zavala County, TX",48507.0,2003.0,2003.0,All other non-drug and non-alcohol causes,O9,90.0
3361,,"Anderson County, TX",48001.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
3362,,"Anderson County, TX",48001.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,576.0
3363,,"Andrews County, TX",48003.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,109.0
3364,,"Angelina County, TX",48005.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,769.0
3365,,"Aransas County, TX",48007.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,287.0
3366,,"Archer County, TX",48009.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,64.0
3367,,"Armstrong County, TX",48011.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,31.0
3368,,"Atascosa County, TX",48013.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,296.0
3369,,"Austin County, TX",48015.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,310.0
3370,,"Bailey County, TX",48017.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,68.0
3371,,"Bandera County, TX",48019.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,134.0
3372,,"Bastrop County, TX",48021.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,475.0
3373,,"Baylor County, TX",48023.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,66.0
3374,,"Bee County, TX",48025.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,220.0
3375,,"Bell County, TX",48027.0,2004.0,2004.0,All other alcohol-induced causes,A9,12.0
3376,,"Bell County, TX",48027.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,1634.0
3377,,"Bexar County, TX",48029.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,92.0
3378,,"Bexar County, TX",48029.0,2004.0,2004.0,Drug poisonings (overdose) Suicide (X60-X64),D2,20.0
3379,,"Bexar County, TX",48029.0,2004.0,2004.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,15.0
3380,,"Bexar County, TX",48029.0,2004.0,2004.0,All other drug-induced causes,D9,41.0
3381,,"Bexar County, TX",48029.0,2004.0,2004.0,All other alcohol-induced causes,A9,110.0
3382,,"Bexar County, TX",48029.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,10178.0
3383,,"Blanco County, TX",48031.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,93.0
3384,,"Bosque County, TX",48035.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,244.0
3385,,"Bowie County, TX",48037.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,963.0
3386,,"Brazoria County, TX",48039.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0
3387,,"Brazoria County, TX",48039.0,2004.0,2004.0,All other alcohol-induced causes,A9,14.0
3388,,"Brazoria County, TX",48039.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,1649.0
3389,,"Brazos County, TX",48041.0,2004.0,2004.0,All other alcohol-induced causes,A9,11.0
3390,,"Brazos County, TX",48041.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,726.0
3391,,"Brewster County, TX",48043.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,81.0
3392,,"Briscoe County, TX",48045.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,13.0
3393,,"Brooks County, TX",48047.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,47.0
3394,,"Brown County, TX",48049.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,464.0
3395,,"Burleson County, TX",48051.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,152.0
3396,,"Burnet County, TX",48053.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,390.0
3397,,"Caldwell County, TX",48055.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,270.0
3398,,"Calhoun County, TX",48057.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,170.0
3399,,"Callahan County, TX",48059.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,147.0
3400,,"Cameron County, TX",48061.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0
3401,,"Cameron County, TX",48061.0,2004.0,2004.0,All other alcohol-induced causes,A9,10.0
3402,,"Cameron County, TX",48061.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,1905.0
3403,,"Camp County, TX",48063.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,131.0
3404,,"Carson County, TX",48065.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,51.0
3405,,"Cass County, TX",48067.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,376.0
3406,,"Castro County, TX",48069.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,58.0
3407,,"Chambers County, TX",48071.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,195.0
3408,,"Cherokee County, TX",48073.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,537.0
3409,,"Childress County, TX",48075.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,60.0
3410,,"Clay County, TX",48077.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,99.0
3411,,"Cochran County, TX",48079.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,39.0
3412,,"Coke County, TX",48081.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,54.0
3413,,"Coleman County, TX",48083.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,133.0
3414,,"Collin County, TX",48085.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,30.0
3415,,"Collin County, TX",48085.0,2004.0,2004.0,Drug poisonings (overdose) Suicide (X60-X64),D2,10.0
3416,,"Collin County, TX",48085.0,2004.0,2004.0,All other alcohol-induced causes,A9,14.0
3417,,"Collin County, TX",48085.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,2186.0
3418,,"Collingsworth County, TX",48087.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,52.0
3419,,"Colorado County, TX",48089.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,247.0
3420,,"Comal County, TX",48091.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,745.0
3421,,"Comanche County, TX",48093.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,160.0
3422,,"Concho County, TX",48095.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,29.0
3423,,"Cooke County, TX",48097.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,380.0
3424,,"Coryell County, TX",48099.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,356.0
3425,,"Cottle County, TX",48101.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,10.0
3426,,"Crane County, TX",48103.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,43.0
3427,,"Crockett County, TX",48105.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,36.0
3428,,"Crosby County, TX",48107.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,85.0
3429,,"Culberson County, TX",48109.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,27.0
3430,,"Dallam County, TX",48111.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,48.0
3431,,"Dallas County, TX",48113.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,144.0
3432,,"Dallas County, TX",48113.0,2004.0,2004.0,Drug poisonings (overdose) Suicide (X60-X64),D2,22.0
3433,,"Dallas County, TX",48113.0,2004.0,2004.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,20.0
3434,,"Dallas County, TX",48113.0,2004.0,2004.0,All other drug-induced causes,D9,12.0
3435,,"Dallas County, TX",48113.0,2004.0,2004.0,All other alcohol-induced causes,A9,115.0
3436,,"Dallas County, TX",48113.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,13467.0
3437,,"Dawson County, TX",48115.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,149.0
3438,,"Deaf Smith County, TX",48117.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,151.0
3439,,"Delta County, TX",48119.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,55.0
3440,,"Denton County, TX",48121.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0
3441,,"Denton County, TX",48121.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,1940.0
3442,,"DeWitt County, TX",48123.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,226.0
3443,,"Dickens County, TX",48125.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,30.0
3444,,"Dimmit County, TX",48127.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,70.0
3445,,"Donley County, TX",48129.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,54.0
3446,,"Duval County, TX",48131.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,108.0
3447,,"Eastland County, TX",48133.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,319.0
3448,,"Ector County, TX",48135.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
3449,,"Ector County, TX",48135.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,1092.0
3450,,"Edwards County, TX",48137.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,18.0
3451,,"Ellis County, TX",48139.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,954.0
3452,,"El Paso County, TX",48141.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,26.0
3453,,"El Paso County, TX",48141.0,2004.0,2004.0,All other alcohol-induced causes,A9,44.0
3454,,"El Paso County, TX",48141.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,4072.0
3455,,"Erath County, TX",48143.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,342.0
3456,,"Falls County, TX",48145.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,219.0
3457,,"Fannin County, TX",48147.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,414.0
3458,,"Fayette County, TX",48149.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,336.0
3459,,"Fisher County, TX",48151.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,64.0
3460,,"Floyd County, TX",48153.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,77.0
3461,,"Foard County, TX",48155.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,10.0
3462,,"Fort Bend County, TX",48157.0,2004.0,2004.0,All other alcohol-induced causes,A9,11.0
3463,,"Fort Bend County, TX",48157.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,1657.0
3464,,"Franklin County, TX",48159.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,90.0
3465,,"Freestone County, TX",48161.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,224.0
3466,,"Frio County, TX",48163.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,116.0
3467,,"Gaines County, TX",48165.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,102.0
3468,,"Galveston County, TX",48167.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,29.0
3469,,"Galveston County, TX",48167.0,2004.0,2004.0,All other alcohol-induced causes,A9,23.0
3470,,"Galveston County, TX",48167.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,2203.0
3471,,"Garza County, TX",48169.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,44.0
3472,,"Gillespie County, TX",48171.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,278.0
3473,,"Goliad County, TX",48175.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,75.0
3474,,"Gonzales County, TX",48177.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,193.0
3475,,"Gray County, TX",48179.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,265.0
3476,,"Grayson County, TX",48181.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,1215.0
3477,,"Gregg County, TX",48183.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,1173.0
3478,,"Grimes County, TX",48185.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,222.0
3479,,"Guadalupe County, TX",48187.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,657.0
3480,,"Hale County, TX",48189.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,304.0
3481,,"Hall County, TX",48191.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,50.0
3482,,"Hamilton County, TX",48193.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,142.0
3483,,"Hansford County, TX",48195.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,61.0
3484,,"Hardeman County, TX",48197.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,42.0
3485,,"Hardin County, TX",48199.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,493.0
3486,,"Harris County, TX",48201.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,293.0
3487,,"Harris County, TX",48201.0,2004.0,2004.0,Drug poisonings (overdose) Suicide (X60-X64),D2,62.0
3488,,"Harris County, TX",48201.0,2004.0,2004.0,All other drug-induced causes,D9,30.0
3489,,"Harris County, TX",48201.0,2004.0,2004.0,"Alcohol poisonings (overdose) (X45, X65, Y15)",A1,16.0
3490,,"Harris County, TX",48201.0,2004.0,2004.0,All other alcohol-induced causes,A9,207.0
3491,,"Harris County, TX",48201.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,19650.0
3492,,"Harrison County, TX",48203.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,587.0
3493,,"Hartley County, TX",48205.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,54.0
3494,,"Haskell County, TX",48207.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,102.0
3495,,"Hays County, TX",48209.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,551.0
3496,,"Hemphill County, TX",48211.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,39.0
3497,,"Henderson County, TX",48213.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,876.0
3498,,"Hidalgo County, TX",48215.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
3499,,"Hidalgo County, TX",48215.0,2004.0,2004.0,All other alcohol-induced causes,A9,17.0
3500,,"Hidalgo County, TX",48215.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,3029.0
3501,,"Hill County, TX",48217.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,396.0
3502,,"Hockley County, TX",48219.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,208.0
3503,,"Hood County, TX",48221.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,517.0
3504,,"Hopkins County, TX",48223.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,357.0
3505,,"Houston County, TX",48225.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,302.0
3506,,"Howard County, TX",48227.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,370.0
3507,,"Hudspeth County, TX",48229.0,2004.0,2004.0,All other non-drug and non-alcohol causes,O9,18.0
